name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Just The One (I've Been Looking For),Rare Stamps,Johnnie Taylor,4wDc6NoaIOJd7rL6MFhFCY,,,161867,0.787,0.666,0.34,1.75E-05,0.0658,0.824,-14.674,0.0517,100.036,9,4,Happy
Ain't Too Proud To Beg,Gettin' Ready (Expanded Edition),The Temptations,4CoGNqLap7UGU5Q3VdKug0,,,156173,0.763,0.549,0.656,0,0.125,0.926,-6.86,0.0417,118.394,0,4,Happy
You've Really Got A Hold On Me,The Fabulous Miracles,The Miracles,7wLRmjiDYI6flIVzboUqSV,,,177707,0.68,0.698,0.448,0,0.227,0.567,-8.398,0.0302,118.461,0,3,Happy
Being With You,Being With You,Smokey Robinson,5khAYmr8HHFwI3sp0Lw9wp,,,246960,0.649,0.764,0.434,2.44E-06,0.0822,0.572,-9.529,0.0267,108.754,0,4,Happy
What Becomes Of The Brokenhearted,Greatest Motown Hits,Jimmy Ruffin,09Nlhtnn087cbbhMzuInxy,,,175693,0.717,0.62,0.423,0,0.568,0.594,-12.665,0.0306,98.639,7,4,Happy
Oogum Boogum Song,Oogum Boogum,Brenton Wood,4WiGGTl7Kt5vnjQHqwLJy1,,,186567,0.836,0.8,0.696,0,0.0949,0.954,-6.37,0.0401,112.692,7,4,Happy
The Oogum Boogum Song,The Very Best Of,Brenton Wood,7fp41IDi1dqARoX0Nuvz5O,,,153413,0.885,0.765,0.64,0,0.247,0.851,-5.305,0.0431,112.658,7,4,Happy
I'll Be Good To You,Look Out For #1,The Brothers Johnson,1mo1tQypPi59Unv8vWuNbL,,,288093,0.756,0.417,0.661,0.000929,0.0605,0.93,-11.874,0.0371,98.266,11,4,Happy
How Sweet It Is (To Be Loved By You),Road Runner,Jr. Walker & The All Stars,5Rb211KhnOhLLXPpt8awxU,,,182440,0.611,0.724,0.645,0,0.715,0.748,-8.254,0.0634,125.156,1,4,Happy
Good Times,Ain't That Good News,Sam Cooke,4UcxTnA6C5vCW79PIZ38Vx,,,146493,0.663,0.691,0.638,0,0.302,0.869,-8.765,0.0592,119.476,2,4,Happy
Shop Around,Hi We're The Miracles,The Miracles,47IRIQxGDe2Sc6F4pe2FMf,,,170760,0.552,0.809,0.7,0,0.805,0.901,-4.533,0.0295,132.005,7,4,Happy
(What A) Wonderful World - Mono,The Wonderful World Of Sam Cooke,Sam Cooke,2G0GextMwZJLkNxcSZ7ZJ3,,,128787,0.686,0.7,0.672,0,0.135,0.857,-5.523,0.0323,128.55,11,4,Happy
O-o-h Child,2nd Time Around (Expanded Edition),The Spinners,0VJoFFSeE2s60sjbKrtLfV,,,193125,0.468,0.65,0.611,0,0.114,0.917,-11.794,0.0495,187.294,8,4,Happy
Nothing From Nothing,The Kids & Me,Billy Preston,72PoJMDfdaw9gGECgA9kTZ,,,156200,0.808,0.613,0.83,0.0112,0.198,0.909,-3.995,0.0283,102.8,9,4,Happy
My Girl,The Temptations Sing Smokey,The Temptations,745H5CctFr12Mo7cqa1BMH,,,165000,0.572,0.635,0.418,0,0.0961,0.694,-10.738,0.0349,104.566,0,4,Happy
California Dreamin',Fly Me To The Moon,Bobby Womack,6G7MHIvSDR3ehXPkuDFAlM,,,200973,0.47,0.767,0.385,0.0653,0.179,0.694,-13.159,0.0296,112.377,6,4,Happy
The Tracks Of My Tears,Going To A Go-Go,Smokey Robinson & The Miracles,6QyQmdvQ1ywNccYa0pwLNQ,,,174360,0.502,0.699,0.333,0,0.222,0.729,-10.914,0.0264,96.982,7,4,Happy
Another Saturday Night,Ain't That Good News,Sam Cooke,5z8DiKSG4EwxmO6gUi12rZ,,,160000,0.776,0.434,0.659,0,0.0868,0.969,-7.767,0.051,123.094,9,4,Happy
Treat Her Like A Lady,The Story Of Cornelius Brothers & Sister Rose,Cornelius Brothers & Sister Rose,75t6tcHkZDFKLKJwjXFMtq,,,160360,0.775,0.191,0.476,0,0.132,0.928,-8.539,0.0355,131.4,11,4,Happy
Mr. Big Stuff,Mr. Big Stuff,Jean Knight,2Bls0igCm79XQQ95IoUbhq,,,164560,0.886,0.29,0.491,2.46E-06,0.229,0.971,-12.589,0.171,93.236,8,4,Happy
Just To See Her,One Heartbeat,Smokey Robinson,7LOYcC6phKAVOckgmVZJJT,,,244027,0.821,0.153,0.379,0,0.0839,0.914,-15.489,0.0334,109.123,4,4,Happy
Funk Funk,Cardiac Arrest,Cameo,2ettf7qywhnJuavMxZOsWh,,,287533,0.821,0.375,0.526,1.15E-05,0.208,0.765,-12.697,0.356,86.594,7,4,Happy
Shake Your Groove Thing,2 Hot!,Peaches & Herb,5o89Bf80t8ko3uNXJkYoVs,,,346133,0.863,0.415,0.726,0.0299,0.0735,0.93,-6.649,0.0494,132.574,9,4,Happy
Evil Woman,I Can't Make It Alone: The Axelrod Years,Lou Rawls,7j4uxZq7o8QtoYzrTlYNtZ,,,156133,0.494,0.917,0.573,0,0.359,0.895,-9.778,0.127,181.298,5,4,Happy
Holding On (When Love Is Gone),Togetherness,L.T.D.,6NY4ybOTzXNt8dDoPcCFfw,,,238693,0.801,0.258,0.636,1.76E-05,0.17,0.965,-9.064,0.0357,119.899,4,4,Happy
Summertime,20th Century Masters: The Millennium Collection: Best Of Billy Stewart,Billy Stewart,4qH8fQ5Ub2r6llHnrRGM3w,,,254867,0.67,0.658,0.787,0.000217,0.13,0.819,-6.847,0.0446,113.345,0,4,Happy
This Old Heart Of Mine (Is Weak For You),This Old Heart Of Mine,The Isley Brothers,5c33j1xFVOL4G24zxYhssB,,,172733,0.632,0.346,0.59,0,0.24,0.953,-10.206,0.0305,130.287,5,4,Happy
If You Think You're Lonely Now,The Poet,Bobby Womack,6BSHpKBd2pc3A9WQfRWzyM,,,333160,0.651,0.51,0.524,9.25E-05,0.128,0.651,-11.63,0.0943,72.766,0,4,Happy
I Can't Get Next To You,Puzzle People,The Temptations,6aL6pPBaTMGgM558mplSnj,,,174933,0.693,0.575,0.687,0,0.398,0.699,-12.909,0.0973,108.854,5,4,Happy
Uptown Girl,An Innocent Man,Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,,,197707,0.701,0.0755,0.944,0,0.601,0.792,-2.986,0.0455,128.993,4,4,Energetic
Cochise,Audioslave,Audioslave,4OCzAGgyWsUKpdWufYywZm,,,222027,0.452,0.000519,0.873,0,0.0592,0.433,-4.867,0.0613,80.473,9,4,Energetic
I Fought the Law,Hits Back,The Clash,7lSDCrF11sdTVfjbAQVZE8,,,163240,0.526,0.00539,0.9,4.12E-05,0.14,0.883,-6.815,0.0545,151.279,2,4,Energetic
Dani California,Stadium Arcadium,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,,,282160,0.556,0.0193,0.913,8.59E-06,0.346,0.73,-2.36,0.0437,96.184,0,4,Energetic
Bang Bang,Revolution Radio,Green Day,278Ao6KQDxWGGszv24uvhI,,,205440,0.499,0.000326,0.958,2.19E-06,0.432,0.359,-5.417,0.0898,127.491,9,4,Energetic
Jump - 2015 Remaster,1984 (Remastered),Van Halen,7N3PAbqfTjSEU1edb2tY8j,,,241600,0.572,0.171,0.835,0.000377,0.0702,0.795,-6.219,0.0317,129.981,0,4,Energetic
Keep Your Hands to Yourself,Georgia Satellites,The Georgia Satellites,5tORtBzHUAnNrIw5Ql3kHZ,,,205000,0.577,0.00233,0.807,0.000257,0.0755,0.891,-9.281,0.0449,114.921,2,4,Energetic
Bang Your Head (Metal Health),Footloose (15th Anniversary Collectors' Edition),Various Artists,7kFMBTOVe1fBGI5PefWyY5,,,234373,0.553,0.0241,0.941,0.000684,0.325,0.634,-6.786,0.0517,121.265,11,4,Energetic
Chop Suey!,Toxicity,System Of A Down,4GIkc2oLkb5jlfbHJXoJpC,,,210253,0.413,0.000365,0.933,0.0023,0.121,0.325,-3.912,0.127,127.202,7,4,Energetic
Sharp Dressed Man - 2008 Remaster,Eliminator,ZZ Top,1UBQ5GK8JaQjm5VbkBZY66,,,258027,0.601,0.000359,0.859,0.00124,0.0871,0.446,-5.263,0.0276,125.145,5,4,Energetic
Evenflow,Even Flow,Pearl Jam,6WAerOuiLIApXmGhjMPA65,,,293600,0.404,0.00482,0.83,1.01E-05,0.334,0.309,-11.41,0.0527,104.995,10,4,Energetic
Cowboys from Hell,Cowboys from Hell,Pantera,2SgbR6ttzoNlCRGQOKjrop,,,243533,0.415,0.00437,0.908,0.0345,0.082,0.437,-9.701,0.0765,114.816,2,4,Energetic
American Idiot,American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,,,176346,0.38,2.64E-05,0.988,7.86E-05,0.368,0.769,-2.042,0.0639,186.113,1,4,Energetic
Bawitdaba,Devil Without a Cause,Kid Rock,0f37VQs969vZUL4gVfHRV9,,,265840,0.551,0.00172,0.939,0.000239,0.109,0.367,-5.371,0.171,90.592,11,4,Energetic
Don't Bring Me Down,Discovery,Electric Light Orchestra,72ahyckBJfTigJCFCviVN7,,,243373,0.638,0.144,0.867,0.000733,0.0846,0.805,-6.469,0.0331,115.692,2,4,Energetic
Edge of Seventeen - 2016 Remaster,Bella Donna (2016 Remastered),Stevie Nicks,7L3b6iaVhDVjfo52Hbvh9Z,,,329413,0.591,0.327,0.804,5.98E-06,0.0818,0.658,-7.299,0.0454,111.457,0,4,Energetic
Shoot to Thrill,Back In Black,AC/DC,0C80GCp0mMuBzLf3EAXqxv,,,317427,0.457,0.000239,0.904,0.0879,0.396,0.48,-5.303,0.0747,141.038,2,4,Energetic
Spiderman,The Chrysalis Years Anthology,Ramones,2JcUB7LyS4MDI5fvSWU6se,,,116973,0.316,9.41E-06,0.88,0.267,0.231,0.839,-12.281,0.0456,204.752,6,4,Energetic
Runnin' with the Devil - 2015 Remaster,Van Halen (Remastered),Van Halen,3KhF2YiNpJvGpfiCW45R6D,,,214960,0.472,0.148,0.9,0.000297,0.34,0.42,-6.406,0.0582,95.826,8,4,Energetic
Whole Lotta Love - 1990 Remaster,Led Zeppelin II (1994 Remaster),Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,,,333893,0.412,0.0484,0.902,0.131,0.405,0.422,-11.6,0.405,89.74,9,4,Energetic
Rockin' in the Free World,Freedom,Neil Young,4Y7fEQ4PAzhlLnLviRw2P4,,,281853,0.491,0.000736,0.883,3.19E-05,0.369,0.518,-4.986,0.0306,131.75,4,4,Energetic
Self Esteem,Smash,The Offspring,1FkoVC85Ds3mFoK0fVqEqP,,,257827,0.488,0.0204,0.862,0,0.359,0.706,-7.595,0.0476,104.56,0,4,Energetic
We're Not Gonna Take It,Stay Hungry,Twisted Sister,1hlveB9M6ijHZRbzZ2teyh,,,219667,0.502,0.0127,0.924,0,0.162,0.922,-6.299,0.0503,149.186,4,4,Energetic
Suck My Kiss,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,0psB5QzGb4653K0uaPgEyh,,,217133,0.623,0.000617,0.936,9.86E-05,0.269,0.705,-9.955,0.0528,101.514,0,4,Energetic
Cherry Pie,Cherry Pie (Expanded Edition),Warrant,18ESXa5mEm1V4Pkt5GSXWx,,,201107,0.407,0.0251,0.955,0,0.347,0.508,-4.164,0.164,177.48,2,4,Energetic
She's Not There,Begin Here,The Zombies,3dzW0SoVNyJTWWJimX8stj,,,145293,0.523,0.579,0.803,0,0.0948,0.898,-5.189,0.045,132.316,4,4,Energetic
Rock the Night,The Final Countdown (Expanded Edition),Europe,3J9NEWkd9Cx1MwSSvDySkL,,,247307,0.57,0.0429,0.931,0,0.375,0.4,-5.78,0.0503,105.37,4,4,Energetic
Give It Away,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,0uppYCG86ajpV2hSR3dJJ0,,,282907,0.666,0.00244,0.936,0.086,0.153,0.776,-9.919,0.0476,91.577,7,4,Energetic
D'yer Mak'er - Remaster,Houses of the Holy (Deluxe Edition),Led Zeppelin,4ItljeeAXtHsnsnnQojaO2,,,262748,0.525,0.262,0.929,2.90E-05,0.0754,0.556,-8.56,0.0784,163.503,9,4,Energetic
Ring of Fire,Social Distortion,Social Distortion,3hKScGxI28Zor6zJ7JL7aS,,,230773,0.336,0.0114,0.942,0.0291,0.0833,0.703,-9.252,0.0492,179.874,5,4,Energetic
Dirty Deeds,The Hit List,Joan Jett & The Blackhearts,5EmjBlrR2TzVzyveICMllj,,,197760,0.645,0.0651,0.8,2.83E-05,0.0644,0.661,-9.954,0.054,137.127,2,4,Energetic
Take It Off,Spend The Night (U.S. Version),The Donnas,6QyBIZEvs11K9lKjyLYtv6,,,162000,0.412,2.61E-06,0.951,0.00239,0.0958,0.333,-3.371,0.0548,158.78,11,4,Energetic
Paradise By the Dashboard Light,Bat Out Of Hell,Meat Loaf,7mzHEzbsl5iOvBRuXwReZU,,,508333,0.326,0.214,0.872,0,0.461,0.492,-7.602,0.122,173.381,2,4,Energetic
Alive,Ten,Pearl Jam,1L94M3KIu7QluZe63g64rv,,,340907,0.284,0.00752,0.875,0.000461,0.402,0.595,-6.069,0.0422,75.009,11,4,Energetic
All Along the Watchtower,Electric Ladyland,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,,,240800,0.438,0.00255,0.805,5.69E-05,0.0842,0.564,-6.237,0.0624,113.253,8,4,Energetic
Fiesta Pagana,Finisterra,Mägo de Oz,02dphTJYUQ9pmdNC52iyOz,,,296751,0.434,0.0124,0.897,4.22E-05,0.0772,0.376,-4.845,0.0695,135.54,11,4,Energetic
Hazy Shade of Winter,We Are The '80s,The Bangles,6lHsW2WVG6aNmlc8L3aBRj,,,166920,0.489,0.0114,0.85,0,0.103,0.473,-7.139,0.0428,150.44,5,4,Energetic
Tush - 2006 Remaster,Fandango! (Expanded 2006 Remaster),ZZ Top,6zGDIDjfDkPyNxrEERO3XG,,,137933,0.58,0.1,0.885,0.00157,0.146,0.788,-5.154,0.0715,145.405,0,4,Energetic
Show Me How to Live,Audioslave,Audioslave,21tuvt3CXIsNquc32v8jpc,,,277840,0.433,0.000336,0.854,0.000177,0.162,0.368,-3.868,0.0483,89.4,9,4,Energetic
When I Come Around,Dookie,Green Day,1Dr1fXbc2IxaK1Mu8P8Khz,,,178000,0.531,0.0175,0.909,0,0.231,0.814,-4.236,0.034,97.546,11,4,Energetic
B.Y.O.B.,Mezmerize,System Of A Down,0EYOdF5FCkgOJJla8DI2Md,,,255467,0.538,0.00662,0.981,0,0.219,0.711,-2.688,0.14,101.414,1,4,Energetic
Hot for Teacher - 2015 Remaster,1984 (Remastered),Van Halen,6QDbGdbJ57Mtkflsg42WV5,,,282747,0.552,0.000652,0.947,0.00025,0.0637,0.465,-4.671,0.15,127.631,2,4,Energetic
Long Cool Woman (In a Black Dress) - 1999 Remaster,Distant Light (Expanded Edition),The Hollies,4OTw5splgMdlYklwHMHxLK,,,199200,0.757,0.411,0.868,0.00221,0.355,0.815,-9.326,0.062,138.923,9,4,Energetic
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,AC/DC,7nemcVsXVFZF01iqpIIo2Y,,,301227,0.456,0.133,0.863,0.0538,0.0553,0.532,-3.551,0.0894,135.962,3,4,Energetic
American Bad Ass,Power Rock,Various Artists,1uxNeN5106dIHNA0iNKaNX,,,276013,0.531,0.000243,0.879,0,0.0851,0.611,-5.815,0.123,89.41,2,4,Energetic
Whip It,Freedom Of Choice,DEVO,4sscDOZCkbLSlDqcCgUJnX,,,161133,0.78,0.0744,0.869,0.004,0.0621,0.957,-7.255,0.0517,157.902,9,4,Energetic
Long Train Runnin',The Captain and Me,The Doobie Brothers,4nXkbcTj3nyww1cHkw5RAP,,,207267,0.575,0.0916,0.912,0.00211,0.0562,0.843,-7.275,0.0393,117.399,7,4,Energetic
"Girls, Girls, Girls",The Dirt Soundtrack,Mötley Crüe,2J6rz3XZB9AMIGpNMcL8Oc,,,270413,0.597,0.0278,0.902,6.63E-05,0.418,0.536,-6.446,0.0614,140.118,7,4,Energetic
Cum on Feel the Noize,Metal Health,Quiet Riot,3vV3cr2TpPqFk07zxYUbla,,,290960,0.409,0.00719,0.92,0.00105,0.0823,0.37,-5.439,0.12,145.085,11,4,Energetic
Hungry Like the Wolf - 2009 Remaster,Rio (Collector's Edition),Duran Duran,39lSeqnyjZJejRuaREfyLL,,,220627,0.691,0.0433,0.812,1.16E-06,0.299,0.685,-7.772,0.0558,127.568,0,4,Energetic
Panama - 2015 Remaster,1984 (Remastered),Van Halen,05RgAMGypEvqhNs5hPCbMS,,,210227,0.526,0.00122,0.978,4.75E-05,0.0744,0.451,-5.436,0.108,141.167,8,4,Energetic
Seek & Destroy - Remastered,Kill 'Em All (Remastered),Metallica,28WmNsclKsrVmdv3tDmoYU,,,414720,0.445,0.037,0.964,0.0132,0.0773,0.448,-5.493,0.282,140.817,9,4,Energetic
Feelin' Alright,With A Little Help From My Friends,Joe Cocker,0Jl5bIEve3A4axcjY3EgDZ,,,250840,0.535,0.625,0.824,0.0379,0.299,0.895,-10.142,0.0391,90.12,5,4,Energetic
Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,5EWPGh7jbTNO2wakv8LjUI,,,547107,0.249,0.0738,0.834,9.48E-05,0.0924,0.338,-8.21,0.0577,118.223,0,4,Energetic
Lonely Is The Night - Remastered,Don't Say No,Billy Squier,28eg5bkYvIHT7HPmzZFwLN,,,281453,0.347,0.209,0.803,4.36E-06,0.116,0.672,-4.923,0.0416,85.362,9,4,Energetic
Welcome To The Jungle,Appetite For Destruction,Guns N' Roses,0bVtevEgtDIeRjCJbK3Lmv,,,272027,0.447,0.0235,0.954,0.403,0.298,0.331,-8.069,0.0751,123.453,8,4,Energetic
You Don't Fool Me - Remastered 2011,Made In Heaven (Deluxe Edition 2011 Remaster),Queen,1chxAv59LZcOE5FyrlUze2,,,324853,0.591,0.101,0.829,8.63E-05,0.385,0.574,-6.499,0.036,121.964,4,4,Energetic
Dragula,Hellbilly Deluxe,Rob Zombie,6Nm8h73ycDG2saCnZV8poF,,,222827,0.591,8.74E-05,0.963,0.000107,0.0781,0.609,-6.489,0.0531,125.03,0,4,Energetic
We Got The Beat,Beauty And The Beat,The Go-Go's,5kz9GDBTX846OXwqWoyKzF,,,153133,0.587,0.155,0.994,0.0734,0.0319,0.481,-5.61,0.045,151.941,2,4,Energetic
Live To Win,Live To Win,Paul Stanley,74inHQGjQj6w630tZ9wb2J,,,187360,0.541,0.0132,0.91,0,0.578,0.493,-3.879,0.0639,127.099,5,4,Energetic
Living In The Heart Of Love,Living In The Heart Of Love,The Rolling Stones,5Zm4kOS11CIT5WlhQ8bxrk,,,253053,0.463,0.00869,0.925,0.0825,0.0791,0.761,-1.392,0.0962,132.485,0,4,Energetic
Living Dead Girl,Hellbilly Deluxe,Rob Zombie,10V8XpuyMoEcSMfM79WDET,,,201400,0.518,0.00504,0.948,0.104,0.228,0.55,-5.58,0.0683,103.025,6,4,Energetic
Coming For You,Let The Bad Times Roll (Deluxe Edition),The Offspring,0FLmCEO4OccwwiHxveEpt1,,,228587,0.509,9.52E-05,0.913,1.58E-06,0.067,0.533,-1.791,0.0804,139.425,0,4,Energetic
You Could Be Mine,Use Your Illusion II,Guns N' Roses,0dlTGl67UFWcKupzkxZYOn,,,343640,0.35,0.00876,0.985,0.551,0.36,0.323,-5.676,0.122,151.007,10,4,Energetic
Fuel,Reload,Metallica,6FUwPb4mGlUDbx42uspXaZ,,,269800,0.49,2.02E-05,0.951,0.0027,0.0314,0.589,-3.777,0.0477,106.946,1,4,Energetic
Loving Cup,Exile On Main Street (Deluxe Version),The Rolling Stones,34OzAaQeAWlFnZBSyUAtRh,,,264267,0.471,0.636,0.843,0.0402,0.773,0.632,-5.702,0.041,156.695,7,4,Energetic
Heaven Knows,Going To Hell,The Pretty Reckless,6Fh0LsVP76SxTizmUbs3jL,,,224533,0.545,0.0855,0.804,0,0.191,0.573,-3.744,0.0438,84.013,2,4,Energetic
Runaway,Bon Jovi,Bon Jovi,0X1sqQ652p1sceKM2nJlIJ,,,230667,0.475,0.00375,0.899,1.91E-05,0.14,0.603,-4.321,0.0637,152.445,9,4,Energetic
Lust For Life,Lust For Life,Iggy Pop,21YxK0klhpfLW8budkJaMF,,,313926,0.383,0.0276,0.97,0,0.0942,0.62,-5.638,0.0435,101.603,9,4,Energetic
Walk Of Life,Brothers In Arms - 20th Anniversary Edition,Dire Straits,6HMFtoMvv6n6Q2eOyPFyne,,,248893,0.437,0.326,0.965,0.00028,0.144,0.766,-4.448,0.136,172.428,4,4,Energetic
I Disappear,I Disappear,Metallica,46tSt69Xw10Ej8Rn7wJmFt,,,266240,0.536,0.000213,0.928,6.56E-05,0.0411,0.46,-3.64,0.0498,122.655,1,4,Energetic
You Give Love A Bad Name,Slippery When Wet,Bon Jovi,0rmGAIH9LNJewFw7nKzZnc,,,222707,0.541,0.0663,0.96,2.25E-06,0.344,0.812,-2.947,0.0505,122.803,0,4,Energetic
Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,3IV4swNduIRunHREK80owz,,,213760,0.603,0.00591,0.933,0,0.206,0.709,-3.358,0.171,96.306,1,4,Energetic
Unskinny Bop,Flesh & Blood,Poison,1Z6lKdYhwp8WYoBqGCKxlM,,,228067,0.574,0.0657,0.93,7.78E-06,0.108,0.69,-2.949,0.0413,92.303,1,4,Energetic
One Way Or Another - Remastered,Parallel Lines (Remastered),Blondie,4cQJ27R11K634x5qCOwKW5,,,215107,0.45,0.0305,0.914,1.42E-05,0.152,0.904,-5.4,0.0607,162.487,2,4,Energetic
We're An American Band - Remastered 2002,We're An American Band (Remastered / Bonus Track),Grand Funk Railroad,3XcjIvaZVUFAIdIYZqY9bd,,,207093,0.637,0.119,0.89,6.72E-05,0.103,0.923,-4.872,0.0677,127.689,7,4,Energetic
Get It On,Electric Warrior,T. Rex,0LoQuiekvzqx7n8flgEKzF,,,262613,0.728,0.176,0.878,0.856,0.61,0.911,-6.926,0.0564,126.59,11,4,Energetic
Do the Swim,Pink Boots & Lipstick 2 (Rare Glam and Bubblegum from the 70s),Various Artists,4sS2OO06bGVdV8p7J8OJ0e,,,160093,0.482,0.0257,0.938,0.00396,0.183,0.61,-7.255,0.238,139.498,7,4,Energetic
Authority Song,Uh-HUH!,John Mellencamp,38Lf9Im0jQhAaKx8ehQM1S,,,229240,0.495,0.00399,0.969,2.55E-05,0.404,0.966,-4.994,0.0427,156.135,2,4,Energetic
Just A Girl,Tragic Kingdom,No Doubt,5lWRaa0fBxDE5yU91npPq7,,,209200,0.638,0.0662,0.906,6.88E-05,0.142,0.767,-4.824,0.0504,107.991,2,4,Energetic
It's My Life,Crush,Bon Jovi,0v1XpBHnsbkCn7iJ9Ucr1l,,,224493,0.551,0.0263,0.913,1.35E-05,0.347,0.544,-4.063,0.0466,119.992,0,4,Energetic
Symphony Of Destruction,Countdown To Extinction,Megadeth,51TG9W3y9qyO8BY5RXKgnZ,,,246733,0.61,0.000805,0.891,0.0928,0.0657,0.51,-5.452,0.0587,139.903,4,4,Energetic
Layla,Layla And Other Assorted Love Songs (Remastered 2010),Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,,,423840,0.404,0.577,0.902,0.297,0.287,0.497,-3.88,0.0665,115.669,1,4,Energetic
I Stand Alone,Faceless,Godsmack,44NRdYQw7P0GWuiunRv3hr,,,246040,0.217,2.86E-05,0.92,0,0.102,0.376,-4.479,0.0628,167.169,8,4,Energetic
In Bloom,Nevermind (Remastered),Nirvana,30HCB1FoE77IfGRyNv4eFq,,,255080,0.436,3.33E-05,0.876,0.000104,0.205,0.512,-4.902,0.0647,157.044,10,4,Energetic
Beast Of Burden - Remastered 1994,Some Girls,The Rolling Stones,77oU2rjC5XbjQfNe3bD6so,,,265173,0.783,0.39,0.878,0.000778,0.0426,0.885,-3.864,0.0308,100.626,1,4,Energetic
Eyes Without A Face,Rebel Yell,Billy Idol,0pUVeEgZuNyFzIMKp67RbS,,,299240,0.391,0.0177,0.815,0.00226,0.276,0.647,-6.197,0.0518,84.383,9,4,Energetic
Bad Medicine,New Jersey (Deluxe Edition),Bon Jovi,72hcFp4tYkd3dbNA9dZ3Pv,,,316707,0.555,0.048,0.973,0,0.0853,0.805,-3.804,0.035,118.642,9,4,Energetic
Spiderwebs,Tragic Kingdom,No Doubt,4ZD6SiaJi75smnel0d7jl3,,,266760,0.49,0.0376,0.852,2.21E-06,0.126,0.663,-7.192,0.0502,143.248,10,4,Energetic
Heaven's On Fire,Animalize,KISS,1brpdmqkx3kSxyqzqXfW7J,,,201400,0.679,0.00376,0.866,3.10E-05,0.312,0.785,-6.053,0.0635,124.324,0,4,Energetic
Waterloo,Waterloo,ABBA,3Dy4REq8O09IlgiwuHQ3sk,,,168960,0.445,0.395,0.949,8.18E-06,0.0902,0.653,-4.682,0.0471,147.604,2,4,Energetic
Sunday Bloody Sunday - Remastered 2008,War (Remastered),U2,6C4LXC9UFH1IKiHYOp0BiJ,,,279440,0.543,0.402,0.944,0.000564,0.0373,0.735,-7.495,0.0543,101.174,6,4,Energetic
Death By Rock And Roll,Death By Rock And Roll,The Pretty Reckless,6ISZ6sKcNBdYJS7XYHm5cV,,,234467,0.493,0.000679,0.943,0.00897,0.134,0.493,-3.321,0.0608,96.997,4,4,Energetic
Pretty Fly (For A White Guy),Americana,The Offspring,3SFXsFpeGmBTtQvKiwYMDA,,,188667,0.723,0.088,0.895,0,0.0717,0.963,-3.707,0.102,143.373,11,4,Energetic
Strutter,Kiss,KISS,0UCg6lnG2MXpuEpf8Pk1MV,,,190867,0.511,0.0247,0.912,0.0553,0.0943,0.833,-5.618,0.0594,131.339,1,4,Energetic
Shine A Light,Exile On Main Street (2010 Re-Mastered),The Rolling Stones,1iii3DosaivkmvUDmhZhCP,,,256827,0.365,0.522,0.839,0.000469,0.292,0.575,-5.148,0.0691,81.772,0,4,Energetic
Lit Up,Buckcherry,Buckcherry,1OBMSzh2ocRqK2gUFaMBSM,,,215560,0.652,0.000535,0.871,1.23E-05,0.357,0.938,-3.136,0.034,128.822,5,4,Energetic
All Fired Up,Wide Awake In Dreamland,Pat Benatar,6XpczhG192lULA9i4JLqKJ,,,272200,0.666,0.0826,0.883,0.000563,0.114,0.521,-9.601,0.0484,148.06,0,4,Energetic
Tumbling Dice,Exile On Main Street (2010 Re-Mastered),The Rolling Stones,4hq0S6wznq7SHDyMOFXL9i,,,226333,0.615,0.5,0.91,0.511,0.281,0.77,-4.248,0.0347,111.013,11,4,Energetic
13,LANY,LANY,0WOvSEVpUGkNufX0w0M06F,,,192711,0.64,0.00312,0.82,0,0.189,0.583,-4.729,0.0464,130.108,1,4,Chill
2002,Speak Your Mind (Deluxe),Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,,,186987,0.697,0.0372,0.683,0,0.137,0.603,-2.881,0.117,96.133,1,4,Chill
2011,2011,5 Seconds of Summer,5GzpstdtupjJcu0JR5j3v6,,,180087,0.593,0.707,0.5,1.24E-05,0.0837,0.465,-8.532,0.029,117.996,1,4,Chill
24-May,Seven Shades of Heartbreak,Mimi Webb,6rbusyA3DqbX30SLn7aofn,,,146093,0.547,0.72,0.621,0.00996,0.408,0.712,-6.287,0.0581,107.415,4,4,Chill
7 Minutes,A Place We Knew,Dean Lewis,6FYbr9QzRoZPh0Re8lDO9z,,,211453,0.613,0.526,0.739,0,0.149,0.712,-6.478,0.0311,104.966,10,4,Chill
A Little Bit Yours,Dangerous Levels of Introspection,JP Saxe,1vjQHBoJWpQ3rAPRDVjrxA,,,218391,0.492,0.00816,0.791,1.87E-05,0.11,0.585,-5.045,0.0703,144.363,11,4,Chill
